REQ_ID,FEATURE,REQUIREMENT_TEXT,REQUIREMENT_TYPE,PREPROCESS_BEFORE,PREPROCESS_AFTER,PREPROCESS_MAPPING_TEXT,NLP_ACTIONS,STATUS,MATCH_1_KEYWORD,MATCH_1_TAG,MATCH_1_MODULE,MATCH_1_SOURCE,MATCH_1_SEMANTIC,MATCH_1_LEXICAL,MATCH_1_SCORE,MATCH_2_KEYWORD,MATCH_2_TAG,MATCH_2_MODULE,MATCH_2_SOURCE,MATCH_2_SEMANTIC,MATCH_2_LEXICAL,MATCH_2_SCORE,MATCH_3_KEYWORD,MATCH_3_TAG,MATCH_3_MODULE,MATCH_3_SOURCE,MATCH_3_SEMANTIC,MATCH_3_LEXICAL,MATCH_3_SCORE,MATCH_4_KEYWORD,MATCH_4_TAG,MATCH_4_MODULE,MATCH_4_SOURCE,MATCH_4_SEMANTIC,MATCH_4_LEXICAL,MATCH_4_SCORE,MATCH_5_KEYWORD,MATCH_5_TAG,MATCH_5_MODULE,MATCH_5_SOURCE,MATCH_5_SEMANTIC,MATCH_5_LEXICAL,MATCH_5_SCORE,MATCH_6_KEYWORD,MATCH_6_TAG,MATCH_6_MODULE,MATCH_6_SOURCE,MATCH_6_SEMANTIC,MATCH_6_LEXICAL,MATCH_6_SCORE,MATCH_7_KEYWORD,MATCH_7_TAG,MATCH_7_MODULE,MATCH_7_SOURCE,MATCH_7_SEMANTIC,MATCH_7_LEXICAL,MATCH_7_SCORE,MATCH_8_KEYWORD,MATCH_8_TAG,MATCH_8_MODULE,MATCH_8_SOURCE,MATCH_8_SEMANTIC,MATCH_8_LEXICAL,MATCH_8_SCORE,MATCH_9_KEYWORD,MATCH_9_TAG,MATCH_9_MODULE,MATCH_9_SOURCE,MATCH_9_SEMANTIC,MATCH_9_LEXICAL,MATCH_9_SCORE,MATCH_10_KEYWORD,MATCH_10_TAG,MATCH_10_MODULE,MATCH_10_SOURCE,MATCH_10_SEMANTIC,MATCH_10_LEXICAL,MATCH_10_SCORE,MATCH_11_KEYWORD,MATCH_11_TAG,MATCH_11_MODULE,MATCH_11_SOURCE,MATCH_11_SEMANTIC,MATCH_11_LEXICAL,MATCH_11_SCORE,MATCH_12_KEYWORD,MATCH_12_TAG,MATCH_12_MODULE,MATCH_12_SOURCE,MATCH_12_SEMANTIC,MATCH_12_LEXICAL,MATCH_12_SCORE
REQ-001,General,"As a tester, I want to open the sign in page from the welcome page, then back to the welcome page by clicking the logo, so that I can verify the navigation flow between these pages.",user_story,"As a tester, I want to open the sign in page from the welcome page, then back to the welcome page by clicking the logo, so that I can verify the navigation flow between these pages.","as a tester, i want to open the sign in from the welcomepage, then back to the welcomepage by click the logo, so that i can verify the navigation flow between these pages.","As a tester, I want to open the sign in page from the welcome page, then back to the welcome page by clicking the logo, so that I can verify the navigation flow between these pages. ; extracted actions: navigate to page 's' ; click button 'l'",navigate to page 's' | click button 'l',AUTO_SUGGEST,Go To Page,Unknown,Common,Resource/Common/page.resource,0.5861,0.1719,0.6240,Navigate To Page,Unknown,Common,Resource/Common/common.resource,0.5082,0.2073,0.5631,Page Should Be Ready,Unknown,Common,Resource/Common/page.resource,0.4931,0.1328,0.5391,Validate Page Is Opened,Unknown,Common,Resource/Common/common.resource,0.4200,0.1033,0.4725,Set Page Theme To Desired Choice,Unknown,Common,Resource/Common/page.resource,0.2725,0.2124,0.3634,Button Should Be Visible,Unknown,Common,Resource/Common/button.resource,0.2880,0.1210,0.3629,Section Value Should Change After Clicking Button,Unknown,Common,Resource/Common/section.resource,0.2296,0.1786,0.3220,Click Button,Unknown,Common,Resource/Common/button.resource,0.1957,0.1619,0.2906,The section should be updated after clicking the button,Unknown,Common,Resource/Common/section.resource,0.1768,0.2029,0.2807,Get Current Page Theme,Unknown,Common,Resource/Common/page.resource,0.1683,0.1671,0.2682,Page Theme Should Be Desired Mode,Unknown,Common,Resource/Common/page.resource,0.1696,0.1539,0.2673,Close Browser Session,Unknown,Common,Resource/Common/common.resource,0.2853,0.1506,0.2651
